Article Title,Authors,Journal Name,Year,Volume,Issue
A TRADITIONAL FOOD: SUNFLOWER (HELIANTHUS ANNUUS L.) AND HEATHER CALLUNA VULGARIS (L.) HULL HONEYS.,,,,,
PHYSICAL PROPERTIES OF AN INDIAN AYURVEDIC MEDICINE (SHANKH BHASMA) AS NANO MATERIALS FOR ITS APPLICATION.,,,,,
"NEPENTHES KHASIANA HOOK F., AN ENDANGERED TROPICAL PITCHER PLANT OF INDIA.",,,,,
NUTRITIONAL EVALUATION OF RHUS CHINENSIS MILL. (HEIMANG) AND DEVELOPMENT OF VALUE ADDED PRODUCTS.,,,,,
CURATIVE REMEDIES FOR RHEUMATOID ARTHRITIS: HERBAL INFORMATICS APPROACH FOR RATIONAL BASED SELECTION OF NATURAL PLANT PRODUCTS.,,,,,
"ON THE USE OF DALBERGIA STIPULACEA ROXB. (FABACEAE) IN ORAL HEALTHCARE WITH SUPPLEMENTARY NOTES ON SPECIES USED IN ORAL HYGIENE IN MANIPUR, INDIA.",,,,,
PHARMACOGNOSTICAL STANDARDIZATION AND HPTLC FINGERPRINTING ANALYSIS OF CROCUS SATIVUS L.,,,,,
DEVELOPMENT OF CHEWABLE TABLET OF TRIKATU CHURNA AND STANDARDIZATION BY DENSITOMETRY.,,,,,
"PURIFICATION OF GUGGUL BY AYURVEDIC PROCESS (SHODHANA), ESTIMATION OF GUGGULSTERONE E & Z BEFORE AND AFTER PURIFICATION BY HPLC ANALYSIS.",,,,,
TRADITIONAL WISDOM OF MEITEI COMMUNITY REGARDING ELIMINATION OF CYANOGENIC GLYCOSIDES IN BAMBOO SHOOT FOOD PRODUCTS.,"1. Yengkokpam Ranjana Devi, 1. Amrit Chakma, 2. Supriya Yenkokpam.",Indian Journal of Traditional Knowledge,2017,16,3
STANDARDIZATION OF DHANYAPANCHAKA KVATHA GHANA VATI- AN AYURVEDIC FORMULATION.,,,,,
EVALUATION OF AYURVEDIC COMPOUND FORMULATIONS 6- PANCHKOLA CHURNA.,,,,,
EFFICACY OF LIQUID FORMULATION OF VERSATILE RHIZOBACTERIA ISOLATED FROM SOILS OF THE NORTH-WESTERN HIMALAYAS ON SOLANUM LYCOPERSICUM.,,,,,
"ASSESSMENT OF CALORIMETRIC, ANTIBACTERIAL AND FASTNESS PROPERTIES OF SILK FABRIC DYED WITH CASUARINA EQUISETIFOLIA L. LEAF EXTRACT.",,,,,
REDISCOVERING NANO DRUG DELIVERY SYSTEMS IN AYURVEDIC LIPID BASED FORMULATIONS.,,,,,
NUTRITIVE INVESTIGATION OF PLANTS USED IN DIETETICS: WITH SPECIAL REFERENCE TO YOGA.,,,,,
HERBAL INFORMATICS APPROACH FOR THE SELECTION OF NATURAL COMPOUNDS TARGETING DIABETES MELLITUS.,,,,,
"ASSESSMENT OF PHYTOCHEMICAL, ANTIOXIDANT AND GENETIC DIVERSITIES AMONG SELECTED MEDICINAL PLANT SPECIES OF MIMOSOIDEAE (MIMOSACEAE).",,,,,
CHEMICAL EVALUATION OF MUCUNA SPECIES FOR L-DOPA CONTENT - AN ANTI-PARKINSONS DRUG YIELDING MEDICINAL PLANT FROM INDIA.,,,,,
IN SILICO ANALYSIS OF CYCLEA PELTATA (LAM.) HOOK.F. THOMSON ROOT EXTRACT FOR DOCKING STUDIES OF THE COMPOUND B-ESTRADIOL.,"1. Meena J, 2. Archana D, 2. Santhy KS.",Indian Journal of Traditional Knowledge,2018,17,1
CHEMICAL CHARACTERIZATION OF AN AYURVEDIC HERBO-MINERAL PREPARATION- AROGYAVARDHANI VATI: A POTENTIAL TOOL FOR QUALITY ASSURANCE.,,,,,
FORMULATION AND STANDARDIZATION OF PEETHA SAIREYAKA TABLET A NOVEL AYURVEDIC DRUG TO COMBAT CHRONIC TONSILLITIS IN CHILDREN.,,,,,
PHARMACOGNOSTICAL AND PHYTOCHEMICAL STUDIES OF ATIBALA (ABUTILON INDICUM LINN. SWEET) FRUIT.,,,,,
"QUANTITATIVE ESTIMATION OF TOTAL TANNIN, ALKALOID, PHENOLIC, AND FLAVONOID CONTENT OF THE ROOT, LEAF, AND WHOLE PLANT OF BYTTNERIA HERBACEA ROXB.",,,,,
IN-SILICO PREDICTION OF PHYTOCONSTITUENTS FROM PHYLLANTHUS NIRURI FOR ANTICANCER ACTIVITY AGAINST PROSTATE CANCER TARGETING PIM-1 KINASE,,,,,
PHARMACOGNOSTICAL AND PHARMACEUTICAL EXPLORATION OF THE TRADITIONAL MEDICINE IPOMOEA CARNEA JACQ.,,,,,
PROBABLE MODE OF ACTION OF SIDA CORDIFOLIA IN DYSPAREUNIA AN IN-SILICO NETWORK PHARMACOLOGICAL APPROACH.,,,,,
SOME QUALITY STANDARDS FOR DRONAPUSHPI PANCHANGA (LEUCAS ASPERA SPRENG) POWDER.,,,,,
QUALITATIVE PHYTOCHEMICAL CHARACTERIZATION AND FREE RADICAL SCAVENGING ACTIVITY OF TALAPOTAKA CHURNA.,,,,,
PRELIMINARY ANALYTICAL STUDY OF BHALLATAKADI KSHARA (HERBOMINERAL PREPARATION).,"Pravin M. Jawanjal, 1. Prashant B. Bedarkar, 1. Biswa Jyoti Patgiri, 2. Shriram S. Savrikar.",International Journal of Ayurveda Research,2023,4,1
SEASONAL ASSESSMENT OF ASIATICOSIDE CONTENT IN CENTELLA ASIATICA (L.) URB. BY HPLC AND PHARMACOGNOSTICAL STUDIES TO ESTABLISH ITS BEST PROCUREMENT TIME.,,,,,
PHARMACOGNOSTICAL AND PHARMACEUTICAL ANALYSIS OF JEEVANTYADI AVALEHA: A POLYHERBAL AYURVEDIC FORMULATION.,,,,,
DETERMINATION OF TOTAL ALKALOID CONTENT IN UNPURIFIED DHATTURA BEEJA (DATURA METEL L. SEEDS) AND PURIFIED DHATTURA BEEJA (D. METEL L. SEEDS) BY UV-SPECTROSCOPIC METHOD.,,,,,
PHARMACEUTICO-ANALYTICAL STANDARDIZATION OF AMAVATARI RASA - A HERBO-MINERAL FORMULATION.,,,,,
PREPARATION OF SUGAR-FREE WHEAT THROUGH ANCIENT INDIAN PROCESS - AN ANALYTICAL STUDY.,,,,,
DEVELOPMENT OF QUALITY CONTROL PARAMETERS FOR CLASSICAL AYURVEDIC FORMULATION: VYOSHADI CHURNA.,,,,,
"COMPARATIVE STUDY OF THE PHYSIOLOGICAL RESPONSES, SECONDARY METABOLITES, AND GENE EXPRESSION OF MEDICINAL PLANT PRUNELLA VULGARIS L. TREATED WITH EXOGENOUS METHYL JASMONATE AND SALICYLIC ACID.",,,,,
ALLELOPATHIC POTENTIAL OF LANTANA CAMARA L. LEAF EXTRACTS AND SOILS INVADED BY IT ON THE GROWTH PERFORMANCE OF LEPIDIUM SATIVUM L.,,,,,
IMPROVED QUANTIFICATION OF CATECHIN AND EPICATECHIN IN RED RICE (ORYZA SATIVA L.) USING STABLE ISOTOPE DILUTION LIQUID CHROMATOGRAPHY-MASS SPECTROMETRY.,,,,,
"WATER HYACINTH S EXTENT AND ITS IMPLICATION ON WATER QUALITY IN LAKE VICTORIA, UGANDA.","Hussein Kiyemba, Bernard Barasa, Joyfred Asaba, Paul Makoba Gudoyi, and Gertrude Akello.",The Scientific World Journal,2023,2023,
A COMPARATIVE PHARMACEUTICO ANALYTICAL STUDY OF SAPTAAVARTITA GUDOOCI TAILA.,,,,,
"GROWTH, PHYSIOLOGICAL, AND BIOCHEMICAL RESPONSES OF ETHIOPIAN RED PEPPER (CAPSICUM ANNUM L.) CULTIVARS TO DROUGHT STRESS.",,,,,
ANALYTICAL STUDY OF KAUSEYAASMA BHASMA.,,,,,
"IMPROVEMENT OF NUTRIENT UPTAKE, YIELD OF BLACK SESAME (SESAMUM INDICUM L.), AND ALLUVIAL SOIL FERTILITY IN DYKE BY SPENT RICE STRAW FROM MUSHROOM CULTIVATION AS BIOFERTILIZER CONTAINING POTENT STRAINS OF RHODOPSEUDOMONAS PALUSTRIS.",,,,,
SHELF LIFE EVALUATION AND COMPARATIVE HPTLC PROFILE OF RASAANJANA GHANAVATI.,,,,,
FLOWER MORPHOLOGY AND PHYLOGENETIC ANALYSIS OF SOME DIOSCOREA SPECIES OF THE SECTION STENOPHORA (DIOSCOREACEAE).,,,,,
ESTABLISHMENT OF EFFICIENT CANNABIS (CANNABIS SATIVA L.) PROTOPLAST ISOLATION AND TRANSIENT EXPRESSION CONDITION.,,,,,
"HABITAT SUITABILITY, RANGE DYNAMICS, AND THREAT ASSESSMENT OF SWERTIA PETIOLATA D. DON: A HIMALAYAN ENDEMIC MEDICINALLY IMPORTANT PLANT UNDER CLIMATE CHANGE.",,,,,
HAIRY ROOT CULTURES OF PHYSALIS MINIMA L. - AN ALTERNATIVE SOURCE OF WITHAFERIN A PRODUCTION.,,,,,
INDUCTION OF RADIOMUTANTS IN CHRYSANTHEMUM MORIFOLIUM RAMAT. CV. GUL-E-SAHIR FOR NOVEL TRAITS.,"1. Manpreet Singh, 2. Madhu Bala.",Indian Journal of Experimental Biology,2019,57,1
"IMPACT OF GAMMA IRRADIATION ON GROWTH, YIELD AND PHYSIOLOGICAL ATTRIBUTES OF MAIZE.",,,,,
PHYLOGENETIC INFERENCE AND SECONDARY STRUCTURE PREDICTIONS OF TURKISH GENOTYPES OF CORIANDRUM SATIVUM (L.) BASED ON ITS4 AND ITS5 NRDNA SEQUENCES.,,,,,
DEVELOPMENT OF CALLUS AND CELL SUSPENSION CULTURE FROM THE LEAF OF ADHATODA VASICA NEES USING ECONOMICAL GROWTH MEDIA.,,,,,
ESTIMATION OF WITHANOLIDE A IN DIVERSE GENOTYPES OF ASHWAGANDHA WITHANIA SOMNIFERA (L.) DUNAL.,,,,,
"IMPROVED IN VITRO REGENERATION, GENETIC FIDELITY ANALYSIS, ANTIOXIDANT POTENTIAL, AND HAIRY ROOT INDUCTION OF JUSTICIA GENDARUSSA BURM. F.",,,,,
"SIMULTANEOUS EXTRACTION OF PECTIN, FIBRE, ANTHOCYANIN AND OIL FROM MULBERRY POMACE.",,,,,
"COMPARATIVE ANALYSIS OF SAPONINS, FLAVONOIDS, PHENOLICS AND ANTIOXIDANT ACTIVITIES OF FIELD ACCLIMATIZED AND IN VITRO PROPAGATED BACOPA MONNIERI (L.) PENNELL FROM DIFFERENT LOCATIONS IN INDIA.",,,,,
SYNTHESIS AND CHARACTERIZATION OF ZINC OXIDE AND IRON OXIDE NANOPARTICLES USING SESBANIA GRANDIFLORA LEAF EXTRACT AS REDUCING AGENT.,,,,,
IN VITRO TRANSVERSE THIN CELL LAYER CULTURE IN MUNG BEAN VIGNA RADIATA (L.) WILCZEK.,,,,,
"PROSOPIS JULIFLORA (SW.) DC. AS CATTLE FEED: TOXICITY AND PALATABILITY OF DIFFERENT PARTS, AND FERMENTATION KINETICS IN VITRO.","Bandla Srinivas, OH Chaturvedi.",Indian Journal of Experimental Biology,2019,57,7
RAPID BIOLOGICAL SYNTHESIS OF SILVER NANOPARTICLES FROM OCIMUM SANCTUM AND THEIR CHARACTERIZATION.,,,,,
ENHANCEMENT OF INDIGO DYE YIELD FROM INDIGOFERA PLANT BIOMASS BY USING FUNGAL ELICITORS DURING FERMENTATION.,,,,,
CULM ANATOMY REVEALED ASSOCIATION OF VASCULAR BUNDLE NUMBER AND SILICON CONTENT WITH LODGING BEHAVIOUR IN KODO MILLET (PASPALUM SCROBICULATUM L.).,,,,,
RAPID BIOSYNTHESIS OF SILVER NANOPARTICLES BY EXPLOITING THE REDUCING POTENTIAL OF TRAPA BISPINOSA PEEL EXTRACT.,,,,,
SHELF LIFE OF BIOAGENTS AND LONGEVITY OF BIOLOGICALLY COATED PIGEONPEA SEED.,,,,,
SALICYLIC ACID PRIMING ENHANCES LOW TEMPERATURE STRESS TOLERANCE IN EGYPTIAN CLOVER (TRIFOLIUM ALEXANDRINUM L.) BY INFLUENCING ANTIOXIDANT SYSTEM.,,,,,
"LIPID-BASED AYURVEDIC FORMULATIONS OF A SINGLE HERB-YASHTIMADHU (GLYCYRRHIZA GLABRA): PHARMACEUTICAL STANDARDIZATION, SHELF-LIFE ESTIMATION AND COMPARATIVE CHARACTERIZATION.",,,,,
"REPRODUCTIVE BIOLOGY AND POLLINATORS OF A STENO-ENDEMIC AND CRITICALLY ENDANGERED TREE, MONOON TIRUNELVELIENSE (ANNONACEAE), FROM KALAKKAD-MUNDANTHURAI TIGER RESERVE (KMTR), INDIA.",,,,,
DEVELOPMENT OF LIPOXYGENASE-3 FREE INDIAN SOYBEAN USING GENE-MUTATION BASED MOLECULAR MARKERS.,,,,,
SPATIO-TEMPORAL GENETIC DIVERSITY IN INDIAN BARLEY (HORDEUM VULGARE L.) VARIETIES BASED ON SSR MARKERS.,"1. Lalit Arya, 2. Manjusha Verma, 1. SK Singh, 2. RPS Verma.",Indian Journal of Experimental Biology,2019,57,7
EVALUATION OF SOLANUM LYCOPERSICUM L. GENOTYPES FOR HIGH TEMPERATURE STRESS TOLERANCE EMPLOYING TEMPERATURE INDUCTION RESPONSE TECHNIQUE.,,,,,
IDENTIFICATION OF DROUGHT TOLERANT SESAMUM GENOTYPES USING BIOCHEMICAL MARKERS.,,,,,
VARIETAL VARIATION IN PHYSIOLOGICAL AND BIOCHEMICAL ATTRIBUTES OF SUGARCANE VARIETIES UNDER DIFFERENT SOIL MOISTURE REGIMES.,,,,,
PRESENCE OF INTEGRASE CORE DOMAIN IN MUTANT TYPE BLACK PEPPER PIPER NIGRUM L. THEKKEN WITH ALTERED INFLORESCENCE ARCHITECTURE.,,,,,
PROBIOTIC POTENTIAL OF LACTIC ACID BACTERIA FROM FRESH VEGETABLES: APPLICATION IN FOOD PRESERVATION.,,,,,
EXPLORING THE MECHANISM OF THE ANTITHROMBOTIC EFFECTS OF PUERARIA LOBATA AND PUERARIA LOBATA VAR. THOMSONII BASED ON NETWORK PHARMACOLOGY.,,,,,
ELUCIDATION OF DRUG-LIKE PROPERTIES IN METABOLITES OF CURCUMA ANGUSTIFOLIA ROXB.,,,,,
"SHOOT APEX PRIMING, ANTIOXIDANTS, AND MECHANICAL INJURIES MODULATING REGENERATION AND TRANSFORMATION POTENTIAL OF GRAIN LEGUME CROP RICEBEAN (VIGNA UMBELLATA (THUNB.) OHWI & OHASHI).",,,,,
"INDUCTION OF MULTIPLE SHOOTS IN ORYZA SATIVA: ROLES OF THIDIAZURON, 6-BENZYLAMINOPURINE, DECAPITATION, FLOODING, AND ETHREL TREATMENTS.",,,,,
ESTABLISHMENT OF HIGHLY EFFICIENT AND REPRODUCIBLE AGROBACTERIUM-MEDIATED TRANSFORMATION SYSTEM FOR TOMATO (SOLANUM LYCOPERSICUM L.).,"Muneeb Hassan Hashmi, Faisal Saeed, Ufuk Demirel, Allah Bakhsh.",In Vitro Cellular and Developmental Biology - Plant,2022,58,
A NOVEL IN VITRO PROPAGATION SYSTEM FOR WEST INDIAN ELM GUAZUMA ULMIFOLIA LAM. MALVACEAE A VALUABLE MEDICINAL WOODY SPECIES.,,,,,
IN VITRO PROPAGATION FOR CONSERVATION OF THE RARE DATE PALM (PHOENIX DACTYLIFERA L.) AMRI USING IMMATURE INFLORESCENCE.,,,,,
IN VITRO MEDIUM-TERM CONSERVATION OF GARCINIA INDICA: A TROPICAL RECALCITRANT SEEDED FRUIT TREE OF INDIA.,,,,,
MICROPROPAGATION USING DIRECT AND INDIRECT ORGANOGENESIS IN ARTEMISIA MARITIMA L.: SCANNING ELECTRON MICROSCOPY OF SOMATIC EMBRYOS AND GENOME SIZE ANALYSIS BY FLOW CYTOMETRY.,,,,,
JUGLONE PROMOTES SHOOTING AND INHIBITS ROOTING IN LEAF EXPLANTS OF IN VITRO RAISED TOMATO (SOLANUM LYCOPERSICUM L. VAR. PUSA RUBY) SEEDLINGS.,,,,,
THE GENETIC FIDELITY STUDY OF DIFFERENT CALLUS-DERIVED PLANTLETS OF FICUS RELIGIOSA L. USING ISSR MARKERS.,,,,,
SEPARATION OF METHANOLIC LEAF EXTRACTS OF THREE RUTACEOUS PLANTS BY CAPILLARY ELECTROPHORESIS AND HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY METHODS.,,,,,
COMPARATIVE PHARMACEUTICAL STUDY OF ERANDAMOOLA KASHAYA BY CLASSICAL AND PRESSURE COOKER METHOD AND ITS ANALYTICO PHARMACOGNOSTIC STUDY.,,,,,
"FORMULATION, STANDARDIZATION, AND EVALUATION OF VAISVANARA CURNA TABLET.",,,,,
DISCRIMINATION OF DIFFERENT PART OF CURCUMA LONGA BY HPLC FINGERPRINTS COMBINED WITH MULTIVARIATE STATISTICAL ANALYSIS.,"1,2. Jiuhua Song, 2. Dabing Xiang, 1. Ying Cheng, 1. Yuan Fang, 1. Yinghong Wang, 1. Kai Shi.",Indian Journal of Pharmaceutical Education and Research,2023,57,2
MACRO-MICROSCOPIC AND HPTLC ATLAS OF CANAVALIA GLADIATA (JACQ.) DC. FRUIT.,,,,,
AUTHENTICATION OF AVERRHOA CARAMBOLA L. USING DNA BARCODING: DETECTION OF SNPS AND EVALUATION OF PHYLOGENETIC RELATIONSHIP.,,,,,
PRELIMINARY IDENTIFICATION AND QUANTIFICATION OF QUERCETIN CONCENTRATION AND ITS COMPARISON IN PSIDIUM GUAJAVA L. (GUAVA) FRUIT ETHANOL EXTRACT 50% AND 70%.,,,,,
"NUTRITIONAL ASSESSMENT OF INVASIVE ALIEN PLANTS AS BIOPROSPECTING RESOURCES IN MIZORAM, AN INDO-BURMA MEGA BIODIVERSITY HOTSPOT IN INDIA.",,,,,
ANALYSIS OF THE METABOLITE COMPOUND OF THE ETHANOL EXTRACT OF CHRYSANTHEMUM CINERARIIFOLIUM STEM AND ACTIVITY FOR INHIBITION OF ORAL SQUAMOUS CELL CARCINOMA (OSCC) IN SILICO STUDY.,,,,,
MOLECULAR DOCKING AND ADME STUDIES OF CENTELLA ASIATICA AS ANTI HYPERURICEMIA.,,,,,
CURCUMIN FROM CURCUMA LONGA L. AS DUAL INHIBITORS AGAINST INDONESIAN SARS-COV-2 ISOLATES: A MOLECULAR DOCKING STUDY.,,,,,
IN VIVO PERFORMANCE OF A HYDROGEL OF TRIBULUS TERRESTRIS IN ALLOXAN INDUCED DIABETIC RATS.,,,,,
DEVELOPMENT OF PHARMACOGNOSTIC PROFILE AND PRELIMINARY PHYTOCHEMICAL STUDY OF PLUCHEA WALLICHIANA DC.,,,,,
THE HEAVY METAL ANALYSIS OF THREE TINOSPORA SPECIES FREQUENTLY USED IN TRADITIONAL MEDICINE PREPARATION SAMPLED FROM DIFFERENT ENVIRONMENTALLY DIVERSE LOCATIONS.,"Hareendran Nair Janardhanan, Shan Sasidharan.",International Journal of Pharmaceutical Sciences and Drug Research,2022,14,6
"TECTONA GRANDIS LEAVES: DETERMINATION OF TOTAL FLAVONOID CONTENT, PHENOLIC CONTENT, CHARACTERIZATION OF THE LEAVES, AND COMPOUND IDENTIFICATION IN GC-MS.",,,,,
SUN PROTECTION FACTOR ACTIVITY OF JAMBLANG LEAVES SERUM EXTRACT (SYZYGIUM CUMINI).,,,,,
THE EFFECT OF DRYING METHODS ON CHEMICAL PROFILING OF ZINGIBERACEAE HERBS PRODUCTION.,,,,,
RESEARCH ON EXTERNAL SIGNS AND CHEMICAL COMPOSITION OF MEDICINAL PLANT RAW MATERIAL -LEAVES OF FICUS ELASTICA.,,,,,
PHYTOCHEMICAL ANALYSIS AND ANTIOXIDANT ACTIVITY OF WATER HYACINTH FLOWERS (EICHHORNIA CRASSIPES) EXTRACT.,,,,,
THE POTENTIAL OF ANTIVIRUS COMPOUNDS IN GLETANG (TRIDAX PROCUMBENS LINN.) IN INHIBITING 3CLPRO RECEPTOR OF SARS-COV-2 VIRUS BY IN SILICO.,,,,,
"PROFOUND ASSESSMENT OF PHYTOCHEMICAL, BOTANICAL AND ANTIOXIDANT CHARACTERISTICS INCLUDING DETERMINATION OF TOTAL PHENOLIC AND FLAVONOID CONTENTS OF STEM BARK OF CORDIA OBLIQUA L.",,,,,
IN SILICO ANALYSIS AND ADMET PREDICTION OF FLAVONOD COMPUNDS FROM SYZIGIUM CUMINI VAR. ALBUM ON A-GLUCOSIDASE RECEPTOR FOR SEARCHING ANTI-DIABETIC DRUG CANDIDATES.,,,,,
INFLUENCE OF CHITOSAN CONCENTRATION ON CHARACTERISTIC OF MICROSPHERES DELIVERY SYSTEM PREPARED FROM ELEUTHERINE PALMIFOLIA (L.) MERR. EXTRACT.,,,,,
"COMPARISON OF POWDERED ACTIVE COMPOUNDS MADE FROM TENDER COCONUT WATER FORTIFIED WITH VITAMIN E, PROCESSED BY SPRAY DRYING AND FREEZE DRYING.","1. Siti Thomas Zulaikhah, 1. Ratnawati Ratnawati, 2. Atina Hussaana, 3. Tjahya Muhandri.",Pharmacognosy Journal,2022,14,6
STRUCTURAL ELUCIDATION OF ANTI-PSEUDOMONAS COMPONENT FROM EUCALYPTUS TERETICORNIS.,,,,,
THE FORMULATION AND EVALUATION OF SUSTAINED RELEASE LINEZOLID TABLET USING NATURAL ANTIBACTERIAL POLYMER - AEGLE MARMELOS.,,,,,
MULTI-TARGETED PREDICTION OF THE ANTIVIRAL EFFECT OF MOMORDICA CHARANTIA EXTRACT BASED ON NETWORK PHARMACOLOGY.,,,,,
ESTIMATION OF DIGOXIN IN CHLOROFORM EXTRACT OF MORINGA CONCANENSIS LEAVES USING NEWLY DEVELOPED AND VALIDATED RP-HPLC METHOD.,,,,,
IDENTIFICATION OF MOLECULAR MARKERS TO STUDY THE GARCINIA SPP. DIVERSITY.,,,,,
DEVELOPMENT AND VALIDATION OF HPLC AND UV SPECTROPHOTOMETRIC METHOD FOR THE QUANTIFICATION OF CINNAMALDEHYDE IN CINNAMON BARK EXTRACT.,,,,,
"LEUCAENA LEUCOCEPHALA (LAM.) DE WIT., SUBABUL STEM LIGNIN: ISOLATION, STRUCTURAL CHARACTERIZATION AND THERMAL PROPERTIES.",,,,,
"BIOACTIVE COMPOUNDS FROM FOUR INDIAN MEDICINAL PLANTS HAVE DIFFERENT POTENCY TO INDUCE SEX REVERSAL IN NILE TILAPIA: A CHROMATOGRAPHIC, MOLECULAR DOCKING AND IN SILICO ANALYSIS.",,,,,
WOUNDING ACTIVATES A 47 KDA MAP KINASE IN CATHARANTHUS ROSEUS (L.) G. DON.,,,,,
"MODIFICATION IN SPINACH RESPONSE TO UV-B RADIATION BY NUTRIENT MANAGEMENT: PIGMENTS, ANTIOXIDANTS AND METABOLITES.","Suruchi Singh, Bhanu Pandey, SB Agrawal, Madhoolika Agrawal.",Indian Journal of Experimental Biology,2018,56,12
EFFECTIVE CULTURE MEDIUM AND COMBINATION OF PHYTOHORMONES FOR IN VITRO NODAL CULTURE OF SHOREA ROBUSTA ROXB. EX GAERTN.,,,,,
EFFECT OF ANTIOXIDANT PROTECTION SYSTEM ON REGENERATION POTENTIAL OF DIFFERENT CHEMOTYPES OF WITHANIA SOMNIFERA (L.) DUNAL - A COMPARATIVE ANALYSIS.,,,,,
GENETIC DIVERSITY ANALYSIS IN BUCKWHEAT GERMPLASM FOR NUTRITIONAL TRAITS.,,,,,
BIOTRANSFORMATION OF BANANA PSEUDOSTEM EXTRACT INTO A FUNCTIONAL JUICE CONTAINING VALUE ADDED BIOMOLECULES OF POTENTIAL HEALTH BENEFITS.,,,,,
IN VITRO TISSUE CULTURE STUDIES AND SYNTHETIC SEED FORMATION FROM PLUMBAGO ZEYLANICA L.,,,,,
PHARMACOGNOSTICAL EVALUATION OF INDIAN FOLK-TRADITIONAL PLANTS COELOGYNE CRISTATA AND PHOLIDOTA ARTICULATA USED FOR HEALING FRACTURES.,,,,,
"HYDROPENIA INDUCES EXPRESSION OF DROUGHT RESPONSIVE GENES (DRGS) ERD1, HAT, PLD-Delta, AND ZFA IN LINUM USITATISSIMUM L.",,,,,
CORRELATION BETWEEN SELECTED MORPHOLOGICAL FLORAL CHARACTERS AND YIELD COMPONENTS RELATED TRAITS IN ORYZA SATIVA L.,,,,,
HALOPHILIC BENTHIC DIATOM AMPHORA COFFEAEFORMIS - A POTENT BIOMARKER FOR LIPID AND BIOMEDICAL APPLICATION.,,,,,
ESSENTIAL OIL PROFILING OF ALPINIA SPECIES FROM SOUTHERN INDIA.,"1. Archana P Raina, 2. Z Abraham.",Indian Journal of Experimental Biology,2017,55,11
"THERMOSTABILITY ASSESSMENT, PROFILING AND LOCALIZATION OF PEROXIDASE ACTIVITY IN STEM TISSUES OF LEPTADENIA PYROTECHNICA: A DEFENSIVE ENZYME FOR SURVIVAL IN HIGH TEMPERATURE CONDITIONS.",,,,,
RAPID AND EFFICIENT AGROBACTERIUM MEDIATED TRANSFORMATION OF EARLY SCUTELLUM DERIVED CALLI OF INDICA RICE.,,,,,
STANDARDIZATION OF SCREENING TECHNIQUES FOR RESISTANCE TO LIPAPHIS ERYSIMI (KALT.) IN RAPESEED-MUSTARD UNDER FIELD CONDITIONS.,,,,,
"CLONING, CHARACTERIZATION AND EXPRESSION ANALYSIS OF APETALA2 GENES OF BRASSICA JUNCEA (L.) CZERN.",,,,,
PHYSICOCHEMICAL MECHANISMS OF RESISTANCE IN SORGHUM TO CHILO PARTELLUS (SWINHOE).,,,,,
"EFFECT OF INDIVIDUAL AND INTERACTIVE ALKALINITY AND SALINITY ON PHYSIOLOGICAL, BIOCHEMICAL AND NUTRITIONAL TRAITS OF MARVEL GRASS.",,,,,
EVALUATION OF NUTRACEUTICAL PROPERTIES OF FINGER MILLET GENOTYPES FROM MID HILLS OF NORTHWESTERN HIMALAYAN REGION OF INDIA.,,,,,
HEAT AND DROUGHT STRESS RESPONSES ALTER GRAIN CHARACTERISTICS BY IMPEDING STARCH PRECURSORS OF WHEAT.,,,,,
NUTRITIONAL ANALYSIS OF SELECTED SPECIES OF ALTERNANTHERA FORSSKAL (AMARANTHACEAE).,,,,,
IN VITRO ROOT INDUCTION - AN IMPROVED SYSTEM FOR PRODUCTION AND ELICITATION OF COLCHICINE FROM GLORIOSA SUPERBA L.,"TS Swapna, GS Nikhila.",Indian Journal of Experimental Biology,2018,56,7
TOUCHDOWN-PCR BASED RAPD ASSAY FOR EARLY DIAGNOSIS OF GENDER IN CARICA PAPAYA L.,,,,,
MICROBIAL PRODUCTION OF L-ASPARAGINASE AND ITS IMMOBILIZATION ON CHITOSAN FOR MITIGATION OF ACRYLAMIDE IN HEAT PROCESSED CARROT SLICES.,,,,,
INDUCTION OF HIGH FREQUENCY SOMATIC EMBRYOGENESIS AND ANALYSIS OF DEVELOPMENTAL STAGEWISE EXPRESSION OF SERK1 GENE DURING SOMATIC EMBRYOGENESIS IN CULTURES OF VIGNA RADIATA (L.) R. WILCZEKL.,,,,,
IN VITRO MUTAGENESIS AND CHARACTERIZATION OF MUTANTS THROUGH MORPHOLOGICAL AND GENETIC ANALYSIS IN ORCHID AERIDES CRISPA LINDL.,,,,,
CHLOROPHYLL FLUORESCENCE KINETICS AND RESPONSE OF WHEAT (TRITICUM AESTIVUM L.) UNDER HIGH TEMPERATURE STRESS.,,,,,
MASS MULTIPLICATION OF ARBUSCULAR MYCORRHIZAL FUNGI ASSOCIATED WITH SOME LEGUMINOUS PLANTS: AN ECOFRIENDLY APPROACH.,,,,,
"MOLECULAR CHARACTERIZATION OF MICROSYMBIONTS ASSOCIATED WITH ROOT NODULES OF CROTALARIA BURHIA BUCH. - HAM. EX BENTH., A NATIVE KEYSTONE LEGUME SPECIES FROM THAR DESERT OF INDIA.",,,,,
NANOPARTICLES INFLUENCE SEED GERMINATION TRAITS AND SEED PATHOGEN INFECTION RATE IN FORAGE SORGHUM (SORGHUM BICOLOUR) AND COWPEA (VIGNA UNGUICULATA).,,,,,
